,Tweet
238,'Special Bulletin! Our Mentoring &amp; Development programs is a small sample size of the @spurs. We’re we maximize kids to reach there maximum potential Like Thomas Wrabetz son of Dr. Larry Wrabetz of @UBuffalo Distinguish Professor. Thomas was a 4Yr participant 👨🏻\u200d🎓 of @NicholsSchool https://t.co/dMsZqMzoiP'
239,'@HermelaTV @UB_President @UBuffalo ሓሳድ ባንዳ ጓል ባንዳ ቁልቁል ኣፍኪ ተተኸሊ'
243,"To all the moms who always believe in us, Happy Mother’s Day ❤️ ️  #UBuffalo #UBMgt #EMBA #MothersDay https://t.co/XAPZNwwsBH'"
244,Sending lots of love to all the #UBuffalo mothers out there! Happy Mother’s Day ❤️ ️  #UBMgt #PMBA #MothersDay https://t.co/9YlNsD3cL6'
247,"'🚨Huge Week Alert🚨                      Dissertation defended \u2066@UBuffalo\u2069, served \u2066@aptany\u2069 #DA2022, received an award alongside friends/colleagues I’ve been learning from for years, and finally, celebrating Mother’s Day with the one who makes it all possible! https://t.co/pZFBrCfZ9o'"
248,"Be a Better Bull! 🤘 Finals are coming up, so remember #UBuffalo's academic integrity standards and complete your work honestly.   Many professors prohibit the use of certain resources, so be sure to check what is acceptable for each of your courses. https://t.co/kIoOTi5K4x https://t.co/N57uwLnS5l"
249,"'To all of our mothers and motherly figures, we wish you a joyful and relaxing Mother’s Day! 💙 #UBuffalo #mothersday https://t.co/fBoeVxvpYH'"
250,'📣Deadline Extended! The deadline for the Undergraduate Research Paper has been extended to May 9th! More information and submission process: https://t.co/1EXqbbhhpq #UBuffalo https://t.co/Z6IwVALjgZ'
253,"Violence and Famine in Tigray discussion is important because over ""One year since Tigray\'s devastating conflict began, survivors of sexual violence -from gang rape to sexual slavery -remain in desperate need of health care""   @UBuffalo @UB_President https://t.co/EamsABHKET'"
254,'@SultanMahmoodMD @EsophagusDoc @UBuffalo_GI Excellent conversation.'
255,Congratulations to #UBuffalo DNP students Lynn Scott and Kristen Fitzgerald for being the first two recipients of the Micro-Credential Quality and Safety in Healthcare!  Learn more about Micro-Credentials and Badges- https://t.co/oiQ38aBT1t https://t.co/uUi9IzEYXj'
256,'#HappyMothersDay to all #UBuffalo Moms! https://t.co/n1fpUk1kEq'
258,"'To all the #UBuffalo moms and mother figures who are always there to support us, we 💙 you! #HappyMothersDay! https://t.co/qK56hiNrX4'"
260,"Violence and Famine in Tigray discussion is important because over ""One year since Tigray\'s devastating conflict began, survivors of sexual violence -from gang rape to sexual slavery -remain in desperate need of health care""   @UBuffalo @UB_President https://t.co/h3hViN5ztv'"
261,"'📣Attention members of the classes of 1957-72! 📣 Join us for our Pharmacy Golden Reunion celebration on Saturday, June 4. More details at https://t.co/eInwscOYUq. #UBuffalo #pharmacy https://t.co/Zd0PiM5Yuw'"
262,"To all the moms that make the impossible possible, Happy Mother’s Day! ❤️ ️   #UBuffalo #UBMgt #MBA #MothersDay https://t.co/q4ZjwQXLfe'"
264,"Happy Mother's Day to all of the moms who help our #UBGSE community bloom! 💐 You're an important part of #UBuffalo, and we appreciate you.   #ThanksMom https://t.co/FmW4k17RN0"
268,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/ToUWmhyPhq #NoMore @UBuffalo @UB_Presid"
269,"'TPLF Terror: Of the civilians interviewed, 83 percent were motivated to leave Tigray due to fear.. of “new laws” targeting anyone who had been working – even interfacing – w/ Ethiopia federal govt: https://t.co/ToUWmhyhrS #NoMore @UBuffalo @UB_President'"
270,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/ToUWmhPSjq #NoMore @UBuffalo @UB_President #BreakTheSilence'
276,Congratulations to @UBengineering  @UBuffalo environmental and water resources engineering PhD alum Dr. Jiale Xu for accepting a tenure-track Assistant Professor position @NDSUEngineering @NDSU   @AEESProfs https://t.co/AW9UFSchhB'
279,Another great discussion with Doctor of Physical Therapy (DPT) students at @UBuffalo (UB)... 9th year I spoke to this class...thanks Dr. Langan for inviting me...such a great time speaking to your students! #TBI #physicaltherapy #Neurodivergent #recovery https://t.co/gHGWwGi9XX'
280,"@ArslanSaleem2 @SultanMahmoodMD @UBuffalo_GI That's an excellent question!  It is hard to determine their risk of stricturing, but we usually do an endoscopy in 6 to 8 weeks to assess if high grade injury. Otherwise, just monitor clinically, no role of serial imaging unless change in clinical status."
281,"@SultanMahmoodMD @EsophagusDoc @UBuffalo_GI - how do u determine frequency of ‘serial assessments’ i.e., in grade 2A -&gt; 3A ??  - &amp; any specific measures to prevent strictures in this group? https://t.co/mC1pcdjZsS'"
282,'@TPostMillennial @KelleyAshbyPaul @UBuffalo @AllenWest Russian talking points?'
283,'@PhebenKassahun @UBuffalo The worst humanitarian crisis is happening in #Tigray right now.🇪🇹regime &amp; allies R blocking humanitarian aids &amp; other basic human rights with the intention of exterminating Tigrians.The severe human rights abuses like burning humans alive while filming is something else too.'
285,'@GenetWeldeyoha1 @meazaG_ @UBuffalo https://t.co/ZZz2NZ0r16'
286,'@ethiopia_h @meazaG_ @UBuffalo https://t.co/diFXEFIuMI'
287,'Trinity - you’re amazing!  Now make sure to pack a sweater! @UBuffalo https://t.co/z4DIMdPHcO'
288,'Congrats to LAB Senior Trinity Powell for selecting University at Buffalo!#CollegeSigningDay #BetterMakeRoom @BetterMakeRoom @ReachHigher @NYSEDNews @XQAmerica @CarnegieCorp @UBuffalo @UB_President https://t.co/lGPYImWoj3'
289,'Congrats to LAB Senior Shamel Baxton for selecting University at Buffalo! #CollegeSigningDay #BetterMakeRoom @BetterMakeRoom @ReachHigher @NYSEDNews @XQAmerica @CarnegieCorp @UBuffalo https://t.co/JiZuEa5BJv'
290,'@UBBiology @UBScience @CSTEP_UB @UBCAS Congratulations! 🤘🏽'
291,"@HeyRaChaCha @UBuffalo @BuffaloArchPlan Talked to Hiro for a while today. A wise man, for sure, and definitely one of the building blocks of this neighborhood's change."
292,"'@Tsuj10 @UBuffalo Love this! My @BuffaloArchPlan friend Professor Hiro Hata worked on early planning for Bailey Green. Here he is yesterday at the announcement of full funding for the Kensington deck project, for which he was part of the study team in 2013-2014. https://t.co/u29XrUcwnQ'"
293,"'.@UBuffalo urban design students &amp; staff gathered Saturday in the Bailey Green neighborhood to share community-inspired proposals for Bailey Commons, a vacant lot/green space that’s a key piece of how Harmac, UB, Habitat &amp; roughly 30 orgs. want to revitalize a struggling area. https://t.co/A6BjUS1Ji6'"
294,"'@ftkoti @BirkbeckUoL @jxbarros @mvpsaraiva @AndyCrooks @UBuffalo @adam_dennett @CASAUCL Many thanks, Francis!'"
295,'@complexitycobus @BirkbeckUoL @jxbarros @mvpsaraiva @AndyCrooks @UBuffalo @adam_dennett @CASAUCL Congrats Cobus.'
296,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/DMzaozwqm6 #NoMore @UBuffalo @UB_President"
297,"@lulu_lulaadal @MelakuKidan @ProfKindeya @UBuffalo @wdavison10 @meazaG_ Do you think that the world community you have talked about understand your 'English'. 😀😀😀 I failed to get the point of your words. So, does the international community. It will be better for you to go  to school and attend some basic english classes."
300,"""All [TPLF] fighters intw\'d claimed to have been recruited by force... Respondents described how regional authorities &amp; paramilitary forces... came door-to-door in search of recruits."" #NoMore #BreakTheSilence @UBuffalo @UB_President #TPLFTerroristGroup  #DisarmterroristTPLFgroup'"
302,"Congratulations to Dr. Ken Snyder for being awarded the 2022 Louis A. and Ruth Siegel Award for Excellence in Teaching by the @ubuffalo.   Siegel Awards recipients serve as role models for students, and we're very proud of Dr. Snyder for earning this achievement! https://t.co/kLt6F6VNvV"
303,"@Reporterroblang @JFrayWTOP I had to google for grad school, Frederick V Salerno. Member of the SUNY Board of Trustees. @UBuffalo went cheap on commencement speakers in 1990!'"
304,"'Congrats to Heidi Julien, #UBGSE professor of information science, who was asked to serve on the editorial board of the Annual Review of Information Science and Technology (@arist_org)—a publication of the Association for Information Science and Technology (@asist_org). #UBuffalo https://t.co/Ozd3X92lgz'"
305,"'Here at #UBuffalo, our faculty mentors make a real impact on pharmacy students! Congratulations @OliviaaDenny! https://t.co/EZRfSYdIoO'"
306,@ProfKindeya @UBuffalo @wdavison10 @meazaG_ Enjoy your luxurious life when Tigrean mothers are under seige by the terror group tplf and are suffering on their own home. How dare you support this terrorist group when mothers call on the world to end their suffering. Watch the hero HERMELA AREGAWI's TV
307,"'@PhebenKassahun @UBuffalo TPLF warlords starving Tigrayans by Rejecting Ceasefire, Blocking Humanitarian Aid &amp; Stealing Aid’s water and Food. @UN @WFPUSA https://t.co/0McnV5EDv0'"
308,"@PhebenKassahun @UBuffalo Majority of Tigrayan  diaspora in America &amp; Europe were beneficiaries of TPLF’s 30 yrs corrupt system, including the criminal in WHO They’re sacrificing poor Tigrayan children for their luxurious life😭  That’s the SAD Fact of #Tigray #Ethiopia  #BreakTheSilence #NoMore'"
309,'The higher ups @UBuffalo said I needed to capture the crucial 18-22 demographic…'
310,'@MohsenSubhani @EsophagusDoc @UBuffalo_GI Risk triaging. Which pts need aggressive support vs can be dc'
311,'Very proud to see \u2066@UBuffalo\u2069 \u2066@ubsphhp\u2069 2nd-year #DPT student \u2066(and delegate) @jzmzj11\u2069 address the \u2066@aptany\u2069 #DA2022 with very thoughtful comments following a presentation by \u2066@APTAtweets\u2069 President \u2066@RAHPT\u2069. Thank You Jimmy! https://t.co/rVdDrvvpis'
312,'@_TigrayGenocide @meazaG_ @UBuffalo I am just the messenger! My friends @MahiTigraweti and @alulaasfaw organized this productive panel!'
313,"#UBuffalo nursing PhD student Lana Pasek was selected by the @iamIOMSN to receive the 2022 Nightingale Award. The $5,000 award recognizes significant accomplishments in multiple sclerosis (MS) nursing and commitment to the MS community.  https://t.co/M4hoBRrAlq'"
316,'@Fitsum_TDF @Ethiomade10 @HermelaTV @UB_President @UBuffalo @YBuffalo Hush you. Y’all keep screaming G3nocide and Belom at the same time. Embarrassing'
317,'@SultanMahmoodMD @EsophagusDoc @UBuffalo_GI What is rationale of scoping within 24 hours ? Added risk with minimal benefit.'
318,'@SultanMahmoodMD @EsophagusDoc @UBuffalo_GI Very helpful summary flowchart 👍🏼'
319,"Practice changing work by @EsophagusDoc !   Next time someone calls me for caustic ingestion, I will be referring to this algorithm   @UBuffalo_GI  #gitwitter https://t.co/ZLtxgX34aC'"
320,'@meazaG_ @UBuffalo Finally the panel agreed welkeyeyte is  Gonder .'
321,"TPLF Cruelty: 71% of IDPS intvw'd identified hunger as a primary motivation to flee, Respondents included the elderly, whose children had either left Tigray or... couldn't contribute a fighter [to TPLF] https://t.co/z5MUQsMh76  #NoMore @UBuffalo @UB_President #BreakTheSilence"
322,"Tigray, Ethiopia: Very little or no aid would be given to families that didn't have fighters to contribute [to TPLF terrorist group]. Priority always be given to the TPLF leaders, some select TPLF-linked businessmen https://t.co/z5MUQsMh76 #NoMore @UBuffalo @UB_President"
323,@ProfKindeya @UBuffalo @wdavison10 @meazaG_ የኢትዮጵያ ሰራዊት እያለ ኢትዮጵያ አትደፈርም - ጠ/ሚ ዐቢይ   አዲስ አበባ፣ ሚያዝያ 29፣ 2014 (ኤፍ ቢ ሲ) የኢትዮጵያ ሰራዊት እያለ ኢትዮጵያ አትደፈርም ሲሉ ጠቅላይ ሚኒስትር ዐቢይ አሕመድ ተናገሩ፡፡  የኢፌዴሪ ጠቅላይ ሚኒስትር ዐቢይ አሕመድ በምዕ'
324,@PhebenKassahun @HeranTigray @UBuffalo There's urgency needed in both since life and livelihoods are being lost in both countries. So sad. The thought of extermination.
325,'@ProfKindeya @UBuffalo @wdavison10 @meazaG_ ኢትዮጵያኖች ስበላሉ አይታያችሁም። ሁሉም ጥፋተኛ ነው'
326,'@KuneSelam @PhebenKassahun @UBuffalo #TPLF is the real case of tigray crisis.better to do with this rathern unrelated causes for your problems.'
327,@PhebenKassahun @UBuffalo Meaza Gidey and all #TPLF supporters are only good at lies.they lie everything for their god #TPLF.but lies can't save their god!
328,'@meazaG_ @UBuffalo Wait hezqel become Tigray Community 😂 😂 😂 😂'
329,'@lulu_lulaadal @MelakuKidan @ProfKindeya @UBuffalo @wdavison10 @meazaG_ This is Euphemistic. Tell her what word he should have used. For us it is fit.'
330,'@meazaG_ @UBuffalo Keep lying 😂🇪🇷'
332,'@meazaG_ @UBuffalo Thank you all who made it a successful event. @helenzerayy @meazaG_ 🙏'
334,"'@ProfKindeya @UBuffalo @wdavison10 @meazaG_ Ato kindeya,have you raised the rape case by the forces you organized? every chaotic act should be addressed including taking the aid food by your soldiers from the civilians!'"
335,'@HermelaTV @BlackdiasporaV1 @UB_President @UBuffalo 💥💚💛❤️💥💚💛❤️💥 https://t.co/BlN04G0g5v'
336,'Tigrayan civilians say only a small amount of aid was made available to those families who contributed fighters to the {TPLF] rebel force under a “one fighter per family” rule. https://t.co/ixzUcfyX8g  #NoMore @UBuffalo @UB_President #BreakTheSilence'
